code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,id_assessment,date_submitted,is_banked,score,id_site,date,sum_click
CCC,2014J,555989,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,-17.0,,24298.0,219.0,0.0,88.0,909014.0,161.0,2.0
FFF,2014B,629993,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-45.0,,34891.0,73.0,0.0,87.0,779089.0,20.0,1.0
FFF,2014B,257104,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-243.0,199.0,34888.0,86.0,0.0,52.0,779075.0,34.0,2.0
AAA,2014J,2633226,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-46.0,,1760.0,129.0,0.0,64.0,877091.0,233.0,1.0
FFF,2013J,559813,M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-60.0,,34873.0,16.0,0.0,78.0,716239.0,233.0,7.0
GGG,2013J,595977,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-37.0,,37422.0,213.0,0.0,20.0,661599.0,156.0,12.0
FFF,2013J,573166,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-92.0,,34876.0,136.0,0.0,84.0,716434.0,207.0,4.0
FFF,2013B,261335,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-68.0,,34863.0,136.0,0.0,88.0,526796.0,145.0,14.0
BBB,2014B,60830,F,South Region,HE Qualification,60-70%,0-35,0,120,N,Pass,-32.0,,15016.0,84.0,0.0,60.0,768336.0,14.0,2.0
FFF,2013J,603600,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-49.0,,34880.0,80.0,0.0,90.0,716247.0,110.0,2.0
FFF,2013B,2281483,M,Scotland,HE Qualification,60-70%,35-55,0,70,N,Pass,-25.0,,34860.0,15.0,0.0,72.0,526721.0,127.0,1.0
FFF,2013J,507010,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-75.0,,34882.0,199.0,0.0,71.0,716660.0,8.0,1.0
CCC,2014J,648854,M,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-129.0,,24296.0,69.0,0.0,77.0,909013.0,170.0,9.0
FFF,2013B,2338422,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-23.0,,34866.0,195.0,0.0,99.0,527112.0,213.0,3.0
FFF,2013J,593755,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-91.0,,34876.0,130.0,0.0,44.0,716238.0,170.0,4.0
FFF,2014J,645078,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-86.0,,34906.0,166.0,0.0,85.0,882624.0,172.0,2.0
FFF,2014B,622935,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-99.0,,24291.0,31.0,0.0,80.0,779424.0,208.0,9.0
FFF,2013B,558963,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-22.0,,34866.0,80.0,0.0,96.0,527336.0,15.0,1.0
CCC,2014J,264715,F,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-99.0,,24297.0,147.0,0.0,94.0,909018.0,76.0,2.0
BBB,2013J,607725,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-24.0,,14999.0,132.0,0.0,44.0,703725.0,65.0,3.0
CCC,2014B,189624,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,-73.0,,25351.0,123.0,0.0,54.0,729678.0,170.0,2.0
FFF,2013B,348159,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-29.0,,34860.0,15.0,0.0,88.0,527169.0,48.0,1.0
FFF,2014B,622374,M,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,-64.0,,24294.0,180.0,0.0,98.0,779636.0,165.0,3.0
CCC,2014J,654016,F,Scotland,HE Qualification,20-30%,35-55,0,30,N,Pass,-36.0,,24293.0,165.0,0.0,90.0,909013.0,124.0,1.0
GGG,2014B,2695362,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction,-47.0,,37432.0,202.0,0.0,40.0,798670.0,11.0,6.0
CCC,2014J,649129,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-140.0,,24297.0,147.0,0.0,98.0,909231.0,110.0,1.0
GGG,2014J,2270562,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,-28.0,,37441.0,200.0,0.0,100.0,897152.0,127.0,1.0
FFF,2013J,444697,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-36.0,,34883.0,234.0,0.0,72.0,716305.0,47.0,1.0
EEE,2014J,594629,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-136.0,,30721.0,129.0,0.0,72.0,973719.0,136.0,2.0
CCC,2014J,634721,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-29.0,,30720.0,67.0,0.0,69.0,909251.0,2.0,1.0
DDD,2014B,632125,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-29.0,,25358.0,102.0,0.0,64.0,772729.0,40.0,2.0
EEE,2014J,685487,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,Y,Distinction,-22.0,,24299.0,244.0,0.0,94.0,832565.0,36.0,4.0
FFF,2014B,589548,M,Scotland,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-54.0,,34895.0,150.0,0.0,90.0,779269.0,80.0,1.0
FFF,2013J,505410,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-86.0,,34877.0,171.0,0.0,53.0,716856.0,3.0,1.0
FFF,2014J,643754,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,-84.0,,34905.0,110.0,0.0,94.0,973777.0,240.0,4.0
EEE,2014J,551182,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,30,N,Pass,-115.0,,30722.0,166.0,0.0,91.0,832780.0,64.0,1.0
FFF,2014J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-141.0,,34909.0,233.0,0.0,67.0,882554.0,15.0,1.0
DDD,2014B,2394090,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction,-179.0,,24295.0,21.0,0.0,78.0,772729.0,151.0,1.0
AAA,2013J,63400,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-67.0,,1753.0,54.0,0.0,42.0,546654.0,53.0,2.0
FFF,2014J,632074,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-17.0,,24284.0,155.0,0.0,93.0,882545.0,11.0,5.0
FFF,2013B,532968,M,Wales,HE Qualification,20-30%,35-55,1,120,N,Pass,-127.0,,34861.0,45.0,0.0,80.0,527169.0,33.0,3.0
DDD,2013B,500766,F,London Region,HE Qualification,10-20,0-35,0,60,N,Distinction,-48.0,,25346.0,173.0,0.0,92.0,547303.0,73.0,3.0
AAA,2014J,258587,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,-109.0,,1758.0,18.0,0.0,74.0,877030.0,143.0,5.0
FFF,2014J,592218,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-93.0,,34905.0,40.0,0.0,91.0,882537.0,166.0,2.0
AAA,2014J,391249,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-25.0,,1759.0,64.0,0.0,85.0,877015.0,16.0,4.0
FFF,2013J,1859038,M,Ireland,A Level or Equivalent,40-50%,0-35,0,270,N,Pass,-1.0,,34882.0,132.0,0.0,61.0,716253.0,65.0,29.0
BBB,2013J,293754,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,-61.0,,15000.0,166.0,0.0,73.0,703939.0,97.0,1.0
FFF,2013J,589578,M,North Region,Lower Than A Level,,35-55,0,90,N,Pass,-101.0,,34880.0,231.0,0.0,83.0,716643.0,7.0,1.0
DDD,2013B,557045,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-29.0,,25342.0,54.0,0.0,97.0,547303.0,22.0,2.0
CCC,2014J,654031,M,North Region,A Level or Equivalent,,35-55,0,60,Y,Pass,-129.0,,30722.0,165.0,0.0,86.0,909232.0,153.0,1.0
BBB,2013B,537875,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-72.0,,14992.0,95.0,0.0,100.0,542811.0,82.0,4.0
EEE,2014J,685152,M,South Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-32.0,,30720.0,68.0,0.0,87.0,832676.0,232.0,6.0
FFF,2014J,675989,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-102.0,,34899.0,22.0,0.0,90.0,882554.0,234.0,1.0
FFF,2013J,486551,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-103.0,,34874.0,47.0,0.0,40.0,716432.0,54.0,1.0
DDD,2013B,503497,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-15.0,,25344.0,117.0,0.0,97.0,547861.0,222.0,1.0
DDD,2014B,574909,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-27.0,,25360.0,192.0,0.0,94.0,772738.0,221.0,8.0
FFF,2014B,1919240,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,-186.0,,34893.0,63.0,0.0,78.0,779630.0,51.0,1.0
CCC,2014J,1332356,M,East Midlands Region,HE Qualification,70-80%,35-55,0,30,N,Pass,-122.0,,24296.0,69.0,0.0,94.0,909018.0,236.0,2.0
DDD,2013J,572880,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn,-131.0,229.0,25353.0,206.0,0.0,29.0,673539.0,112.0,2.0
FFF,2013B,517569,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-29.0,,34869.0,213.0,0.0,66.0,527341.0,-17.0,1.0
DDD,2013B,538701,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-30.0,,25338.0,150.0,0.0,69.0,547272.0,7.0,1.0
FFF,2014J,644025,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-101.0,,34902.0,134.0,0.0,69.0,882581.0,48.0,1.0
DDD,2013J,509929,M,Scotland,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass,-60.0,,25348.0,24.0,0.0,89.0,673981.0,-4.0,2.0
FFF,2013B,550797,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-58.0,,34866.0,179.0,0.0,97.0,526738.0,39.0,4.0
FFF,2014J,650424,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-50.0,,34899.0,24.0,0.0,80.0,882573.0,19.0,34.0
FFF,2013J,529201,M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,-53.0,,34884.0,217.0,0.0,61.0,716678.0,47.0,1.0
CCC,2014J,523944,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,-70.0,,24299.0,245.0,0.0,56.0,909087.0,-6.0,15.0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-31.0,,1755.0,170.0,0.0,73.0,546883.0,41.0,1.0
FFF,2014B,568954,M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass,-36.0,,34887.0,51.0,0.0,94.0,779352.0,69.0,13.0
GGG,2013J,303165,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-29.0,,15023.0,152.0,0.0,60.0,661802.0,211.0,1.0
FFF,2013B,503544,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Fail,-30.0,,34869.0,216.0,0.0,59.0,526721.0,125.0,6.0
DDD,2014B,588397,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,-185.0,,25356.0,53.0,0.0,20.0,772705.0,222.0,2.0
GGG,2014B,1897611,F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction,-17.0,,37426.0,111.0,0.0,80.0,798622.0,190.0,1.0
FFF,2013B,107162,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,-93.0,,34861.0,47.0,0.0,94.0,526721.0,-4.0,7.0
FFF,2013J,1100143,M,South West Region,A Level or Equivalent,50-60%,35-55,0,120,N,Distinction,-18.0,,34880.0,55.0,0.0,89.0,716219.0,112.0,5.0
BBB,2013J,570168,F,South West Region,No Formal quals,30-40%,0-35,0,90,N,Pass,-120.0,,15007.0,210.0,0.0,80.0,703737.0,159.0,1.0
FFF,2013J,595230,F,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass,-59.0,,34882.0,165.0,0.0,57.0,716219.0,85.0,1.0
FFF,2014J,628383,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass,-52.0,,34910.0,207.0,0.0,84.0,882537.0,124.0,1.0
FFF,2014J,278380,M,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-70.0,,34901.0,94.0,0.0,65.0,882545.0,28.0,3.0
DDD,2013B,1444134,F,East Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-30.0,,25347.0,209.0,0.0,89.0,547666.0,12.0,1.0
DDD,2014B,630178,M,South Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-52.0,,25358.0,124.0,0.0,66.0,772728.0,53.0,1.0
FFF,2013B,487168,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-171.0,,34868.0,110.0,0.0,66.0,527230.0,3.0,1.0
CCC,2014J,609605,M,Wales,HE Qualification,70-80%,0-35,1,60,N,Withdrawn,-22.0,178.0,24291.0,30.0,0.0,72.0,909013.0,141.0,2.0
BBB,2014J,687379,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,,15020.0,17.0,0.0,100.0,913474.0,208.0,1.0
FFF,2014J,645948,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-122.0,,24296.0,69.0,0.0,69.0,882545.0,190.0,1.0
CCC,2014B,621656,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-99.0,,24286.0,20.0,0.0,60.0,730018.0,33.0,1.0
CCC,2014J,636364,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Distinction,-28.0,,25362.0,18.0,0.0,95.0,909013.0,34.0,4.0
CCC,2014J,697567,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,-15.0,,24294.0,207.0,0.0,94.0,909019.0,15.0,2.0
DDD,2013B,260491,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-149.0,,25337.0,114.0,0.0,90.0,547272.0,215.0,1.0
FFF,2013J,1982166,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-58.0,,24294.0,213.0,0.0,65.0,716216.0,188.0,1.0
FFF,2014J,2544643,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,-34.0,,34907.0,125.0,0.0,84.0,882545.0,68.0,5.0
FFF,2013J,598480,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-65.0,,34873.0,26.0,0.0,68.0,716251.0,46.0,6.0
DDD,2013B,364405,M,London Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,-30.0,,25339.0,199.0,0.0,85.0,547272.0,108.0,1.0
FFF,2013J,603597,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-31.0,,34884.0,188.0,0.0,61.0,716238.0,184.0,8.0
DDD,2014B,620734,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,-107.0,,25359.0,165.0,0.0,84.0,772998.0,168.0,2.0
FFF,2013B,283348,M,North Region,HE Qualification,,35-55,0,60,N,Pass,-22.0,,34863.0,131.0,0.0,62.0,526835.0,0.0,3.0
DDD,2013J,2485582,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Distinction,-198.0,,25354.0,237.0,0.0,76.0,673746.0,3.0,6.0
FFF,2013J,559754,M,London Region,Lower Than A Level,30-40%,0-35,1,90,N,Pass,-166.0,,34876.0,145.0,0.0,81.0,716441.0,131.0,2.0
FFF,2013B,519969,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-29.0,,34866.0,117.0,0.0,55.0,526775.0,222.0,10.0
DDD,2013B,540686,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-89.0,,24288.0,139.0,0.0,94.0,547273.0,198.0,3.0
CCC,2014B,84299,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-57.0,149.0,34889.0,128.0,0.0,76.0,729787.0,17.0,3.0
CCC,2014B,556584,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-22.0,,24284.0,157.0,0.0,87.0,729671.0,149.0,3.0
FFF,2014J,536351,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-115.0,,34905.0,30.0,0.0,98.0,883055.0,22.0,1.0
BBB,2014J,420631,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-66.0,,15024.0,201.0,0.0,78.0,913690.0,42.0,1.0
CCC,2014B,624875,M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,-57.0,,24289.0,209.0,0.0,100.0,729683.0,97.0,1.0
CCC,2014J,563016,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,-28.0,,24295.0,21.0,0.0,67.0,909013.0,148.0,1.0
FFF,2014J,680080,M,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-85.0,,34905.0,33.0,0.0,83.0,882537.0,97.0,2.0
DDD,2013B,1843026,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-57.0,,25347.0,209.0,0.0,37.0,547698.0,173.0,2.0
GGG,2013J,584299,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-85.0,,37415.0,58.0,0.0,60.0,661584.0,208.0,8.0
BBB,2013J,599794,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-66.0,,15000.0,166.0,0.0,40.0,703721.0,128.0,10.0
FFF,2013J,564821,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-149.0,111.0,34904.0,52.0,0.0,80.0,716736.0,55.0,1.0
DDD,2014J,552965,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Pass,-64.0,,24294.0,204.0,0.0,95.0,813951.0,220.0,1.0
DDD,2013J,331315,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,130,N,Pass,-23.0,,25351.0,123.0,0.0,89.0,674321.0,222.0,1.0
BBB,2013B,560319,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-15.0,,14988.0,155.0,0.0,70.0,542864.0,29.0,3.0
EEE,2013J,480115,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-173.0,,24299.0,243.0,0.0,56.0,551162.0,119.0,1.0
FFF,2013B,546464,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,-83.0,,34860.0,8.0,0.0,86.0,527114.0,5.0,3.0
FFF,2013J,2412152,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-46.0,,34874.0,47.0,0.0,82.0,716723.0,163.0,1.0
DDD,2013B,2088765,F,South Region,HE Qualification,90-100%,35-55,0,70,Y,Pass,-64.0,,25346.0,173.0,0.0,83.0,547947.0,89.0,3.0
BBB,2014J,605771,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass,-162.0,,15022.0,107.0,0.0,52.0,913466.0,16.0,1.0
DDD,2013B,2499307,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-72.0,,34899.0,22.0,0.0,92.0,547303.0,171.0,5.0
FFF,2013J,385547,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,Pass,-27.0,,34881.0,136.0,0.0,69.0,716441.0,194.0,1.0
DDD,2013B,330067,M,South East Region,A Level or Equivalent,90-100%,0-35,2,60,N,Pass,-30.0,,25335.0,63.0,0.0,70.0,547546.0,63.0,7.0
BBB,2014B,570627,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-52.0,,15009.0,35.0,0.0,85.0,768351.0,6.0,5.0
BBB,2013J,589509,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,-30.0,,14996.0,15.0,0.0,78.0,703737.0,15.0,1.0
EEE,2013J,434562,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-150.0,,30710.0,67.0,0.0,95.0,551048.0,55.0,1.0
BBB,2013B,563363,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-8.0,,14995.0,189.0,0.0,20.0,542807.0,120.0,1.0
EEE,2013J,504404,M,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,-51.0,,30709.0,32.0,0.0,83.0,551032.0,110.0,1.0
FFF,2013B,2139037,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,-52.0,,24287.0,69.0,0.0,89.0,527169.0,153.0,3.0
DDD,2014J,585626,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-131.0,,25368.0,242.0,0.0,58.0,813708.0,180.0,1.0
FFF,2014J,675328,M,North Western Region,HE Qualification,10-20,35-55,0,120,N,Pass,-100.0,,34906.0,114.0,0.0,64.0,882554.0,33.0,1.0
CCC,2014B,623605,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-62.0,,24288.0,139.0,0.0,54.0,730007.0,100.0,1.0
FFF,2014B,561009,F,Scotland,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass,-43.0,,34894.0,130.0,0.0,88.0,779402.0,83.0,16.0
CCC,2014J,634648,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-155.0,,24299.0,245.0,0.0,54.0,909273.0,47.0,1.0
FFF,2013J,2623496,M,West Midlands Region,HE Qualification,70-80%,35-55,0,180,N,Pass,-32.0,,34883.0,173.0,0.0,76.0,716216.0,23.0,6.0
FFF,2013J,544207,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-149.0,,34884.0,192.0,0.0,76.0,716222.0,-3.0,1.0
FFF,2013B,555444,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-44.0,,34869.0,150.0,0.0,58.0,526735.0,-17.0,3.0
CCC,2014J,199361,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-80.0,,34879.0,45.0,0.0,93.0,909338.0,32.0,2.0
EEE,2013J,604050,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-46.0,,30712.0,159.0,0.0,48.0,551010.0,16.0,10.0
FFF,2014J,654169,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-74.0,,34903.0,199.0,0.0,35.0,882537.0,20.0,4.0
FFF,2013B,2139037,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,-52.0,,34861.0,47.0,0.0,94.0,526765.0,94.0,1.0
BBB,2014B,620072,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-110.0,,15011.0,116.0,0.0,81.0,768351.0,112.0,5.0
DDD,2013J,2204293,F,Scotland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-112.0,,25351.0,115.0,0.0,69.0,673537.0,58.0,3.0
FFF,2013B,351034,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-132.0,,34869.0,214.0,0.0,86.0,526721.0,30.0,4.0
EEE,2013J,584386,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-46.0,,24298.0,219.0,0.0,54.0,551010.0,193.0,1.0
DDD,2013B,540686,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-89.0,,25335.0,51.0,0.0,85.0,547272.0,153.0,2.0
BBB,2014J,467396,F,Wales,Lower Than A Level,60-70%,0-35,2,60,N,Distinction,-141.0,,15021.0,51.0,0.0,87.0,913483.0,64.0,1.0
DDD,2014B,628835,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-57.0,,25355.0,22.0,0.0,63.0,773306.0,30.0,1.0
BBB,2013B,400049,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,-43.0,,14988.0,159.0,0.0,74.0,543190.0,32.0,2.0
CCC,2014B,580779,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-25.0,,34881.0,119.0,0.0,81.0,730012.0,3.0,1.0
FFF,2013J,1100143,M,South West Region,A Level or Equivalent,50-60%,35-55,0,120,N,Distinction,-18.0,,34874.0,45.0,0.0,96.0,716219.0,210.0,4.0
FFF,2013B,532436,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,Pass,-73.0,,34860.0,19.0,0.0,84.0,527169.0,211.0,2.0
FFF,2014J,629944,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-85.0,,34899.0,24.0,0.0,90.0,882545.0,18.0,6.0
DDD,2013B,1638119,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-71.0,,25345.0,152.0,0.0,56.0,547959.0,218.0,1.0
DDD,2013B,383347,M,North Region,Post Graduate Qualification,,55<=,0,60,N,Pass,-2.0,,25344.0,117.0,0.0,98.0,547946.0,8.0,1.0
FFF,2013J,397506,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-29.0,,34873.0,16.0,0.0,64.0,716961.0,216.0,1.0
EEE,2013J,581744,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-95.0,,30712.0,159.0,0.0,78.0,551173.0,199.0,1.0
FFF,2013J,543953,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-149.0,,34880.0,105.0,0.0,83.0,716682.0,136.0,1.0
FFF,2013J,574070,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-109.0,,34876.0,131.0,0.0,73.0,716332.0,214.0,1.0
CCC,2014B,1774071,M,South West Region,HE Qualification,70-80%,35-55,0,30,N,Withdrawn,-29.0,109.0,24287.0,69.0,0.0,42.0,729671.0,16.0,5.0
FFF,2014J,474667,M,London Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,-50.0,,34905.0,191.0,0.0,82.0,882921.0,29.0,2.0
FFF,2013J,315808,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,-163.0,,34875.0,94.0,0.0,85.0,716300.0,33.0,1.0
CCC,2014J,681165,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-79.0,,24294.0,206.0,0.0,96.0,909272.0,90.0,2.0
FFF,2013B,381365,M,North Western Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,-123.0,154.0,34860.0,19.0,0.0,86.0,527218.0,19.0,1.0
CCC,2014J,694726,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-16.0,,24296.0,69.0,0.0,65.0,909067.0,208.0,13.0
CCC,2014J,532565,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,1,30,N,Fail,-150.0,,25336.0,79.0,0.0,77.0,909013.0,9.0,1.0
AAA,2014J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,-154.0,,1759.0,59.0,0.0,85.0,877025.0,224.0,3.0
